machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
tuolumne-cpu, 96 (half),,,0.003950,0.001730,0.004115,0.008223,0.007173,0.004370,0.002063,0.004010,0.005286,0.026084,0.025895,0.018585,0.004165,0.010767,0.837748,0.001006,0.000733,0.001448,0.001588,0.256148,0.005980,0.006533,0.015247,0.001476,0.015314,0.048655,0.008482,0.006609,0.005550,0.002990,0.007831,0.012800,0.017890,0.003758,0.002301,0.018434,0.044331,0.013711,0.003235,0.001517,0.063151,0.027151,0.075285,0.001246,0.007476,0.013284,0.027979,0.013200,0.007199,0.001780,0.004658,0.004045,0.088976,0.005531,0.000000,0.006008,0.005501,0.004106,0.000001,0.001583,0.007294,0.014065,0.010754,0.003698,0.001548,0.002023,0.000000,0.000000,0.001060,0.000841,0.000936,0.000000,0.092059,0.181401,0.000000
borax, 16 (quarter),,,0.026122,0.007135,0.012040,0.062786,0.006384,0.018235,0.010572,0.013483,0.031566,0.035137,0.036979,0.015345,0.022897,0.015960,0.642930,0.001772,0.000657,0.001389,0.004555,0.533095,0.025761,0.017909,0.044061,0.003347,0.043964,0.090671,0.029610,0.022754,0.024610,0.004613,0.026166,0.056791,0.086576,0.010238,0.005269,0.026289,0.104357,0.066835,0.003650,0.003897,0.032236,0.061786,0.081107,0.003311,0.029580,0.039126,0.035575,0.039967,0.029668,0.003816,0.018217,0.012801,0.438288,0.033255,0.000000,0.010575,0.029672,0.028918,0.000000,0.003001,0.039700,0.097065,0.038675,0.026979,0.005907,0.004137,0.000000,0.000000,0.000625,0.001024,0.002537,0.000000,0.155982,0.112236,0.000000
boraxo, 16 (quarter),,,0.019598,0.007372,0.004872,0.067283,0.006785,0.009112,0.009876,0.004914,0.018232,0.018706,0.018536,0.010840,0.012140,0.007886,1.148672,0.001173,0.000572,0.000914,0.002497,0.983393,0.022610,0.009476,0.019306,0.003879,0.019324,0.082790,0.011811,0.024823,0.028833,0.005661,0.015059,0.047275,0.068812,0.010075,0.010063,0.012192,0.050670,0.053419,0.004838,0.011273,0.021132,0.034477,0.052609,0.002639,0.010929,0.015350,0.021972,0.015705,0.010732,0.002682,0.019829,0.010735,0.376600,0.032308,0.000000,0.008136,0.025311,0.024842,0.000000,0.002382,0.041422,0.104919,0.019181,0.029288,0.005175,0.003669,0.000000,0.000000,0.000803,0.000893,0.000951,0.000000,0.178707,0.104379,0.000000
corona-cpu, 32 (quarter),,,0.008253,0.004207,0.005759,0.026309,0.008083,0.007554,0.005683,0.007805,0.009797,0.039859,0.028636,0.010361,0.008351,0.018748,0.534682,0.002062,0.001280,0.001466,0.003955,0.245098,0.013977,0.009420,0.020693,0.002522,0.021144,0.107419,0.013379,0.013676,0.011111,0.002902,0.014844,0.037040,0.055122,0.007471,0.003501,0.016636,0.067014,0.044445,0.003848,0.001705,0.032644,0.035432,0.067563,0.002325,0.016655,0.018944,0.024772,0.027025,0.022624,0.003333,0.010745,0.008029,0.244745,0.013627,0.000000,0.007562,0.009486,0.009388,0.000000,0.002460,0.026231,0.035366,0.013621,0.016119,0.004081,0.002483,0.000000,0.000000,0.000755,0.001134,0.001461,0.000000,0.100927,0.217443,0.000000
dane, 56 (quarter),,,0.002905,0.001484,0.003238,0.014849,0.006199,0.002614,0.002280,0.002537,0.007252,0.015263,0.015103,0.003300,0.005074,0.006050,0.816063,0.000666,0.001560,0.001701,0.000910,0.362417,0.004753,0.004080,0.012249,0.003755,0.012103,0.040094,0.006908,0.004885,0.004140,0.001289,0.006693,0.009304,0.012440,0.002564,0.001723,0.008261,0.036620,0.010783,0.002890,0.000926,0.013477,0.020343,0.028447,0.000981,0.006230,0.010935,0.013301,0.011040,0.006356,0.000857,0.002907,0.002007,0.053020,0.004175,0.000000,0.002161,0.002796,0.002702,0.000000,0.000712,0.006185,0.025692,0.006602,0.003888,0.001413,0.001167,0.000000,0.000000,0.000421,0.000647,0.000696,0.000000,0.138532,0.167890,0.000000
mammoth, 64 (quarter),,,0.004403,0.002997,0.006706,0.016748,0.011189,0.004732,0.003364,0.005939,0.008151,0.033233,0.030282,0.009531,0.006780,0.013585,0.580075,0.001082,0.001492,0.001892,0.001696,0.316810,0.007454,0.009278,0.024731,0.003431,0.025079,0.078845,0.013759,0.007236,0.009915,0.002270,0.015068,0.018727,0.020927,0.004752,0.003537,0.021427,0.079302,0.017686,0.004863,0.001689,0.045311,0.039628,0.074152,0.002031,0.013883,0.023119,0.029281,0.023617,0.014089,0.002352,0.004898,0.004173,0.073374,0.007951,0.000000,0.004410,0.004581,0.004564,0.000000,0.001845,0.010163,0.019772,0.012099,0.008089,0.002734,0.002386,0.000000,0.000000,0.000928,0.001401,0.001676,0.000000,0.110515,0.342069,0.000000
matrix-cpu, 56 (quarter),,,0.002855,0.001496,0.003276,0.014672,0.006367,0.002660,0.002229,0.002485,0.007166,0.015427,0.015353,0.003270,0.005087,0.006181,0.813137,0.000737,0.001581,0.001648,0.000945,0.347634,0.005163,0.005426,0.012618,0.003518,0.012680,0.039275,0.007068,0.006083,0.004138,0.000796,0.006953,0.009349,0.012358,0.002450,0.001824,0.008513,0.037292,0.010746,0.002392,0.000889,0.013580,0.020739,0.028331,0.000915,0.006524,0.011217,0.013985,0.011264,0.006475,0.000827,0.003583,0.001860,0.051106,0.004045,0.000000,0.002111,0.002798,0.002811,0.000000,0.000683,0.005903,0.024862,0.006563,0.003866,0.001971,0.001283,0.000000,0.000000,0.000431,0.000679,0.000716,0.000000,0.136797,0.178964,0.000000
tioga-cpu, 32 (quarter),,,0.008663,0.005388,0.002929,0.016614,0.004387,0.007364,0.001927,0.003254,0.010668,0.017225,0.016797,0.012103,0.007700,0.007063,0.850177,0.000720,0.000311,0.001237,0.002428,0.356608,0.012222,0.007108,0.008513,0.000797,0.009452,0.037587,0.007037,0.010442,0.022065,0.006028,0.012322,0.025736,0.038287,0.003524,0.001991,0.007815,0.025086,0.030989,0.001672,0.001343,0.015548,0.016245,0.027788,0.001808,0.006043,0.007988,0.020806,0.008196,0.006008,0.003067,0.009276,0.007847,0.192986,0.015189,0.000000,0.008713,0.009804,0.006835,0.000000,0.002356,0.016701,0.018482,0.015209,0.005831,0.002198,0.001586,0.000000,0.000000,0.000758,0.000458,0.000678,0.000000,0.130367,0.042528,0.000000
tuolumne-cpu, 48 (quarter),,,0.004362,0.001602,0.004003,0.011255,0.006467,0.004568,0.002002,0.003926,0.005195,0.024628,0.024762,0.012002,0.004157,0.010442,0.383570,0.000922,0.000640,0.001143,0.001521,0.191640,0.004826,0.005920,0.014436,0.001443,0.014175,0.047362,0.007564,0.005348,0.005425,0.003654,0.007748,0.015927,0.022803,0.003911,0.002579,0.013029,0.043228,0.016648,0.002870,0.001643,0.047047,0.025615,0.058485,0.001631,0.007054,0.011544,0.029830,0.011845,0.006922,0.001663,0.004626,0.004389,0.094145,0.005311,0.000000,0.006255,0.005809,0.005158,0.000000,0.001514,0.007539,0.012487,0.010146,0.003900,0.001564,0.002076,0.000000,0.000000,0.000906,0.000788,0.001054,0.000000,0.087595,0.165570,0.000000
dane, 32,,,0.006171,0.001791,0.002643,0.023105,0.004694,0.003444,0.003495,0.002303,0.010391,0.011651,0.011645,0.003769,0.007351,0.004482,0.687381,0.000624,0.000734,0.000802,0.000944,0.336278,0.008259,0.004813,0.010008,0.001986,0.010123,0.027969,0.006212,0.007173,0.005122,0.000982,0.006048,0.015910,0.021528,0.004964,0.001426,0.008050,0.028148,0.018875,0.001662,0.000677,0.015558,0.015736,0.025765,0.000889,0.004584,0.007540,0.009272,0.007741,0.004573,0.000968,0.004323,0.002684,0.090728,0.006066,0.000000,0.002683,0.004387,0.004168,0.000000,0.000840,0.009640,0.039989,0.007779,0.005847,0.001640,0.001055,0.000000,0.000000,0.000292,0.000474,0.000494,0.000000,0.124674,0.093021,0.000000
mammoth, 32,,,0.006570,0.003268,0.004352,0.023960,0.005534,0.004903,0.004616,0.006042,0.007049,0.023080,0.017085,0.007516,0.005803,0.011454,0.580092,0.001085,0.000807,0.001369,0.002153,0.263131,0.009042,0.008041,0.015077,0.002160,0.014981,0.050615,0.009313,0.009756,0.012296,0.002161,0.010315,0.021477,0.029651,0.005176,0.002315,0.011277,0.044100,0.022318,0.002282,0.001347,0.027179,0.025587,0.042307,0.001604,0.008463,0.012423,0.016854,0.012812,0.008600,0.002505,0.007035,0.005686,0.145087,0.013472,0.000000,0.004938,0.007712,0.007728,0.000000,0.001952,0.016119,0.034412,0.010265,0.010972,0.002918,0.002004,0.000000,0.000000,0.000563,0.000755,0.001064,0.000000,0.103845,0.142826,0.000000
matrix-cpu, 32,,,0.006327,0.001677,0.002263,0.022420,0.003984,0.003262,0.003354,0.002122,0.010015,0.009913,0.009982,0.003882,0.006981,0.004264,0.687780,0.000606,0.000744,0.000854,0.000945,0.318680,0.007958,0.004323,0.009616,0.002043,0.008665,0.029868,0.005442,0.007357,0.004806,0.000919,0.005337,0.016043,0.021769,0.004931,0.001329,0.007104,0.027862,0.019494,0.001704,0.000652,0.015867,0.015410,0.025911,0.000881,0.004534,0.007488,0.009334,0.007648,0.004555,0.000963,0.005072,0.002827,0.088963,0.006008,0.000000,0.002558,0.004241,0.004210,0.000000,0.000970,0.009479,0.039557,0.007764,0.005795,0.002165,0.001047,0.000000,0.000000,0.000278,0.000467,0.000479,0.000000,0.120207,0.092814,0.000000
tuolumne-cpu, 32,,,0.007491,0.001675,0.003537,0.013658,0.006145,0.005583,0.002011,0.003748,0.005408,0.024745,0.025917,0.014594,0.004288,0.010023,0.365331,0.000963,0.000530,0.001244,0.001863,0.163571,0.006031,0.006205,0.012650,0.001484,0.012353,0.047991,0.006878,0.006648,0.006415,0.004434,0.007384,0.024351,0.034692,0.005443,0.002684,0.012717,0.037147,0.025518,0.003603,0.001461,0.050734,0.022085,0.060780,0.002175,0.006154,0.010172,0.030543,0.010143,0.006033,0.002210,0.007119,0.006688,0.140850,0.006997,0.000000,0.007864,0.007701,0.006811,0.000000,0.001914,0.010745,0.016615,0.012166,0.005121,0.001545,0.002079,0.000000,0.000000,0.000879,0.000761,0.000945,0.000000,0.083132,0.128011,0.000000
