machine,core,Kernel,Kernel,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
quartz,72,,,0.019393,0.066299,0.018611,0.009180,0.014132,0.030723,0.055337,0.054382,0.016786,0.022073,0.025657,2.533600,0.002299,0.003040,0.003217,0.004353,0.066621,0.021396,0.071990,0.006915,0.072298,0.204533,0.034451,0.023442,0.047925,0.004580,0.039527,0.106114,0.180357,0.008508,0.007492,0.037260,0.222831,0.154789,0.006728,0.004425,0.034825,0.094723,0.117162,0.005290,0.034249,0.064488,0.056635,0.054380,0.034078,0.004086,0.017770,0.011771,0.060180,0.010043,0.095423,0.103494,0.017603,0.017532,0.004023,0.094889,0.040918,0.024339,0.005018,,,0.001289,0.002178,0.004759
quartz,36,,,0.022308,0.122408,0.032651,0.012980,0.018742,0.040119,0.067417,0.067292,0.029354,0.028748,0.029707,2.206645,0.003120,0.001606,0.002638,0.007313,0.073564,0.025439,0.070220,0.005105,0.070267,0.198810,0.039196,0.039734,0.059641,0.006507,0.046985,0.205024,0.345521,0.013129,0.011717,0.036504,0.250334,0.285079,0.006226,0.005132,0.059531,0.099357,0.146073,0.008199,0.039232,0.068196,0.061537,0.064066,0.039136,0.006181,0.032395,0.020501,0.075992,0.016491,0.057606,0.048079,0.033940,0.033918,0.005866,0.185191,0.050887,0.045740,0.007869,,,0.001353,0.003334,0.004572
quartz,32,,,0.022703,0.136387,0.036128,0.014712,0.021762,0.042970,0.069229,0.068188,0.029953,0.031052,0.032185,2.531318,0.003310,0.001177,0.002584,0.007979,0.087753,0.026560,0.077965,0.004390,0.078050,0.127830,0.041240,0.045210,0.078004,0.006954,0.049431,0.232941,0.373672,0.014298,0.011796,0.038427,0.264459,0.310775,0.006094,0.005726,0.065906,0.107533,0.157482,0.008218,0.041163,0.070082,0.061871,0.071022,0.041166,0.006640,0.035931,0.022797,0.094875,0.017929,0.049830,0.046068,0.038615,0.038533,0.006564,0.211244,0.053783,0.050776,0.007949,,,0.001305,0.003274,0.005034
quartz,18,,,0.019062,0.107523,0.032639,0.018803,0.025479,0.057112,0.063187,0.064653,0.027877,0.040573,0.028959,1.212183,0.002888,0.000971,0.002863,0.007073,0.067309,0.026975,0.061053,0.005325,0.066495,0.198759,0.037390,0.044114,0.059319,0.008330,0.045174,0.154302,0.234270,0.019831,0.007923,0.032357,0.227953,0.174108,0.005464,0.004595,0.050628,0.097954,0.133298,0.006539,0.037485,0.064807,0.057287,0.065439,0.037265,0.006987,0.032390,0.023093,0.083765,0.019088,0.035281,0.032621,0.050513,0.050399,0.006160,0.167157,0.058594,0.047843,0.007780,,,0.001241,0.003110,0.004371
quartz,16,,,0.022427,0.121512,0.035988,0.020201,0.028159,0.041627,0.068322,0.070248,0.032590,0.029976,0.032710,1.282696,0.003132,0.000956,0.002846,0.007849,0.082100,0.028123,0.077121,0.005837,0.077366,0.178277,0.040640,0.050286,0.082601,0.007734,0.049504,0.171401,0.262545,0.022123,0.008988,0.038722,0.258382,0.194480,0.006011,0.004504,0.052005,0.107543,0.146788,0.007064,0.041150,0.069294,0.062488,0.070230,0.040451,0.007491,0.036309,0.025502,0.100086,0.021225,0.033222,0.015668,0.056326,0.056033,0.006756,0.188011,0.054236,0.053778,0.009022,,,0.001304,0.003290,0.004562
quartz,8,,,0.025410,0.236926,0.069739,0.035762,0.044704,0.078913,0.108972,0.116516,0.051389,0.055292,0.053267,1.617231,0.005581,0.000737,0.002411,0.014921,0.294929,0.046804,0.102443,0.009314,0.102629,0.122860,0.067419,0.148173,0.301846,0.013708,0.085336,0.338424,0.520377,0.035180,0.011931,0.055149,0.414874,0.382061,0.003924,0.004678,0.072225,0.168135,0.249559,0.010896,0.067303,0.087302,0.071977,0.091458,0.066986,0.012815,0.072835,0.061677,0.285339,0.039815,0.013050,0.006065,0.109400,0.110674,0.011452,0.373500,0.105670,0.106100,0.011344,,,0.001109,0.003268,0.004867
quartz,4,,,0.047351,0.451709,0.131483,0.068853,0.085332,0.153217,0.204060,0.217389,0.093622,0.106269,0.095790,1.430780,0.010601,0.001244,0.004431,0.028470,0.381615,0.090073,0.189853,0.017801,0.190441,0.233763,0.125606,0.236770,0.433193,0.026059,0.161563,0.642120,0.979205,0.067157,0.022105,0.102110,0.773223,0.720781,0.006802,0.008656,0.135680,0.311503,0.454933,0.020225,0.125885,0.166534,0.132389,0.169347,0.124553,0.024218,0.139822,0.116033,0.462566,0.074916,0.013485,0.008767,0.208956,0.206592,0.021223,0.714210,0.199227,0.202468,0.021468,,,0.001963,0.006231,0.009343
ruby,112,,,0.011725,0.043972,0.008748,0.006523,0.011087,0.015240,0.056482,0.056184,0.015676,0.010988,0.023484,2.827657,0.002010,0.005873,0.006203,0.002588,0.018836,0.013812,0.045137,0.012160,0.044795,0.190762,0.023689,0.015192,0.031567,0.006541,0.023459,0.185942,0.246110,0.007524,0.019641,0.031175,0.187010,0.210144,0.007905,0.005396,0.033559,0.073524,0.102384,0.006692,0.023011,0.038008,0.054592,0.039794,0.022753,0.002973,0.010325,0.007134,0.027723,0.008861,0.145992,0.355150,0.009414,0.010131,0.003431,0.052883,0.020461,0.013867,0.003919,,,0.001568,0.002321,0.002436
ruby,56,,,0.007256,0.058117,0.009520,0.006727,0.009560,0.022749,0.030204,0.030137,0.020961,0.015745,0.013826,1.878172,0.001421,0.002163,0.002356,0.002378,0.022788,0.013572,0.027332,0.005162,0.027940,0.173947,0.016437,0.022876,0.043311,0.009501,0.024850,0.261312,0.407557,0.007000,0.011510,0.018318,0.117927,0.309381,0.005879,0.002304,0.030565,0.046103,0.075289,0.008928,0.016035,0.022671,0.031086,0.023237,0.016104,0.003007,0.014079,0.009018,0.040983,0.010385,0.066465,0.092652,0.012285,0.013455,0.002981,0.082938,0.029031,0.019966,0.003025,,,0.000927,0.001318,0.001515
ruby,32,,,0.007608,0.092872,0.013618,0.009982,0.012990,0.028902,0.024693,0.024904,0.018724,0.020994,0.013928,1.465408,0.001420,0.001172,0.001446,0.002885,0.033454,0.022670,0.030186,0.003777,0.030077,0.111368,0.030734,0.036875,0.060378,0.015110,0.044986,0.472338,0.711285,0.009169,0.023571,0.024309,0.125006,0.551890,0.008556,0.005415,0.026315,0.054397,0.094536,0.014853,0.031647,0.023977,0.028381,0.023906,0.030291,0.004161,0.021668,0.014668,0.069724,0.016358,0.041843,0.052464,0.020769,0.022664,0.004220,0.142676,0.047061,0.032045,0.003525,,,0.000701,0.001062,0.001592
ruby,28,,,0.005216,0.053897,0.008485,0.008996,0.010926,0.021654,0.020012,0.020065,0.017725,0.015413,0.009016,1.446419,0.001129,0.001050,0.001383,0.001957,0.022711,0.012726,0.019290,0.003796,0.019450,0.170775,0.012990,0.020661,0.040291,0.009997,0.021370,0.120065,0.205405,0.010008,0.017851,0.012758,0.085001,0.178025,0.007527,0.008268,0.021038,0.034268,0.057073,0.004198,0.012822,0.014624,0.021247,0.015736,0.012874,0.003036,0.013893,0.009104,0.041616,0.009079,0.035172,0.052427,0.017574,0.017273,0.002831,0.074288,0.026438,0.020730,0.003516,,,0.000688,0.000861,0.001117
ruby,16,,,0.005720,0.091638,0.013944,0.014695,0.017285,0.038789,0.019478,0.018231,0.022427,0.027033,0.010870,1.237321,0.001294,0.000615,0.000874,0.002962,0.066127,0.030642,0.024173,0.003957,0.025371,0.117869,0.039955,0.046538,0.085299,0.017867,0.060273,0.223040,0.344719,0.016117,0.010740,0.026441,0.116297,0.323226,0.005191,0.005311,0.029404,0.051337,0.083459,0.006315,0.038479,0.020159,0.024482,0.021478,0.039254,0.004407,0.024910,0.017037,0.097235,0.014621,0.019336,0.015113,0.029680,0.029573,0.004233,0.128628,0.060269,0.034592,0.004839,,,0.000681,0.000727,0.001276
ruby,8,,,0.021033,0.181390,0.025103,0.028183,0.032805,0.061427,0.030645,0.028010,0.033673,0.043243,0.016092,1.175364,0.001988,0.000507,0.002143,0.004742,0.124687,0.044607,0.084306,0.007057,0.084341,0.093768,0.063397,0.078108,0.146766,0.033530,0.087844,0.441109,0.682247,0.024093,0.012694,0.048444,0.310208,0.623972,0.003967,0.005055,0.040313,0.137318,0.180766,0.012002,0.062945,0.074855,0.082961,0.075439,0.062849,0.008014,0.046917,0.033310,0.163877,0.026110,0.008685,0.005414,0.057849,0.057645,0.007433,0.256022,0.098852,0.068043,0.009232,,,0.000979,0.001157,0.004192
ruby,4,,,0.039138,0.356051,0.048693,0.055814,0.065841,0.120779,0.103007,0.102953,0.066157,0.084221,0.041327,1.268812,0.003753,0.000819,0.003946,0.009338,0.192305,0.085171,0.157036,0.013742,0.157117,0.175602,0.120030,0.141771,0.269727,0.068982,0.168019,0.877921,1.360791,0.047840,0.023915,0.091252,0.575327,1.241841,0.006444,0.009409,0.079232,0.255300,0.338347,0.023341,0.120032,0.140389,0.155684,0.140945,0.119919,0.016825,0.091632,0.064300,0.303187,0.051922,0.008949,0.007665,0.115425,0.114495,0.014810,0.509521,0.188698,0.139684,0.018569,,,0.001979,0.004065,0.007777
boraxo, any min,,,0.008061,0.074725,0.010239,0.007474,0.006746,0.018725,0.032100,0.025865,0.016129,0.013001,0.011593,1.857411,0.001894,0.000779,0.001389,0.002716,0.053477,0.012827,0.031878,0.004806,0.031401,0.116914,0.018304,0.025140,0.059255,0.002612,0.021880,0.323356,0.498364,0.007836,0.013833,0.021900,0.138424,0.409250,0.005554,0.003260,0.026799,0.054983,0.084243,0.009599,0.017187,0.026714,0.034789,0.026009,0.017111,0.003378,0.016107,0.009975,0.055430,0.010742,0.016197,0.006758,0.014897,0.016426,0.003227,0.104212,0.024676,0.023574,0.003243,,,0.000887,0.001076,0.001760
catalyst, any min,,,0.013041,0.092760,0.028919,0.009176,0.013648,0.033548,0.060276,0.060065,0.040973,0.023817,0.030673,1.578035,0.005969,0.000928,0.002090,0.011229,0.197487,0.024218,0.050304,0.005267,0.050525,0.113204,0.031297,0.074338,0.194702,0.019406,0.037493,0.847386,1.290387,0.013576,0.025998,0.032970,0.207638,0.960420,0.009407,0.004770,0.052138,0.082440,0.138582,0.021444,0.030633,0.044350,0.045773,0.044895,0.030643,0.006580,0.031416,0.019319,0.139774,0.021394,0.013994,0.007673,0.023639,0.023709,0.006271,0.139837,0.041091,0.042362,0.004091,,,0.001050,0.001786,0.002743
ec2-c5n, any min,,,0.007329,0.049400,0.009098,0.006774,0.009169,0.016491,0.056529,0.044013,0.026159,0.012194,0.020879,1.159665,0.001890,0.001327,0.001492,0.003212,0.054806,0.014813,0.026406,0.003874,0.026992,0.094801,0.019582,0.019282,0.055816,0.003092,0.017488,0.223651,0.343076,0.006134,0.011341,0.020356,0.119738,0.274055,0.004243,0.002466,0.022536,0.049820,0.078160,0.006745,0.014967,0.023959,0.032583,0.021802,0.015203,0.004221,0.012327,0.010303,0.022392,0.012397,0.010148,0.005210,0.010557,0.010424,0.003734,0.068215,0.020653,0.019784,0.002551,,,0.000909,0.001067,0.001493
ec2-c6a, any min,,,0.004764,0.012735,0.006493,0.003826,0.006222,0.012894,0.026284,0.023014,0.014056,0.009399,0.010838,1.040607,0.001952,0.001014,0.001651,0.003287,0.015676,0.011809,0.017913,0.002481,0.018341,0.084333,0.015181,0.012511,0.023763,0.002388,0.020332,0.032428,0.047330,0.006427,0.002850,0.012665,0.088889,0.036841,0.003935,0.001780,0.025832,0.028924,0.050258,0.002042,0.012520,0.015240,0.022362,0.015723,0.012745,0.003060,0.006314,0.004704,0.012391,0.006278,0.005238,0.003974,0.005331,0.005456,0.002250,0.021191,0.018597,0.008285,0.002378,,,0.000864,0.000925,0.001384
ec2-c6i, any min,,,0.004153,0.030984,0.005529,0.004237,0.006983,0.009494,0.031577,0.031087,0.017124,0.006802,0.013739,1.100992,0.001688,0.000784,0.001074,0.002384,0.009529,0.010695,0.016430,0.003003,0.016497,0.073220,0.010596,0.007687,0.016509,0.001973,0.010962,0.048335,0.075793,0.004279,0.002982,0.012652,0.075090,0.106583,0.001752,0.001702,0.017782,0.031310,0.057385,0.002196,0.008716,0.014863,0.023961,0.013495,0.008716,0.002468,0.007512,0.005554,0.006941,0.006895,0.006756,0.004722,0.006570,0.006572,0.002202,0.039892,0.012531,0.010590,0.002215,,,0.000672,0.000640,0.000778
mammoth, any min,,,0.006096,0.026548,0.005709,0.006128,0.008972,0.010644,0.035794,0.024053,0.011769,0.007929,0.012405,0.985175,0.001396,0.000860,0.002002,0.002640,0.010025,0.010834,0.019642,0.003010,0.020680,0.107918,0.015111,0.010197,0.012901,0.002894,0.018037,0.029941,0.046658,0.006801,0.003718,0.015648,0.079396,0.035325,0.004406,0.002459,0.035893,0.033456,0.058263,0.002784,0.013744,0.016849,0.021976,0.025732,0.015726,0.004219,0.007368,0.006614,0.012607,0.006579,0.012206,0.007773,0.008410,0.008369,0.003447,0.015655,0.018731,0.012477,0.003433,,,0.000854,0.001080,0.001575
poodle, any min,,,0.003263,0.026489,0.005265,0.003790,0.002910,0.007836,0.015335,0.014333,0.005219,0.005686,0.005938,1.247632,0.000698,0.000394,0.000795,0.001176,0.008795,0.005543,0.012800,0.003482,0.013071,0.058146,0.008286,0.005331,0.006911,0.001081,0.008460,0.031292,0.049480,0.003753,0.002559,0.010244,0.055091,0.038873,0.002022,0.000883,0.017958,0.022100,0.042141,0.001611,0.006865,0.011293,0.012916,0.011341,0.007079,0.002381,0.005314,0.004321,0.006518,0.004254,0.007832,0.004675,0.005158,0.005121,0.001823,0.028937,0.010736,0.006567,0.001718,,,0.000368,0.000647,0.000714
quartz, any min,,,0.019062,0.066299,0.018611,0.009180,0.014132,0.030723,0.055337,0.054382,0.016786,0.022073,0.025657,1.212183,0.002299,0.000737,0.002411,0.004353,0.066621,0.021396,0.061053,0.004390,0.066495,0.122860,0.034451,0.023442,0.047925,0.004580,0.039527,0.106114,0.180357,0.008508,0.007492,0.032357,0.222831,0.154789,0.003924,0.004425,0.034825,0.094723,0.117162,0.005290,0.034249,0.064488,0.056635,0.054380,0.034078,0.004086,0.017770,0.011771,0.060180,0.010043,0.013050,0.006065,0.017603,0.017532,0.004023,0.094889,0.040918,0.024339,0.005018,,,0.001109,0.002178,0.004371
ruby, any min,,,0.005216,0.043972,0.008485,0.006523,0.009560,0.015240,0.019478,0.018231,0.015676,0.010988,0.009016,1.175364,0.001129,0.000507,0.000874,0.001957,0.018836,0.012726,0.019290,0.003777,0.019450,0.093768,0.012990,0.015192,0.031567,0.006541,0.021370,0.120065,0.205405,0.007000,0.010740,0.012758,0.085001,0.178025,0.003967,0.002304,0.021038,0.034268,0.057073,0.004198,0.012822,0.014624,0.021247,0.015736,0.012874,0.002973,0.010325,0.007134,0.027723,0.008861,0.008685,0.005414,0.009414,0.010131,0.002831,0.052883,0.020461,0.013867,0.003025,,,0.000681,0.000727,0.001117
boraxo, any max,,,0.046369,0.568587,0.072278,0.082639,0.033873,0.175634,0.121213,0.121034,0.094367,0.119943,0.049004,5.398981,0.005665,0.003137,0.004696,0.013831,0.223767,0.113225,0.188275,0.022266,0.188901,0.247248,0.150307,0.203623,0.308904,0.019495,0.212855,1.531749,2.143472,0.077865,0.040221,0.118488,0.689273,1.821118,0.009688,0.011337,0.113429,0.312614,0.465065,0.039784,0.148398,0.168055,0.185334,0.167779,0.147740,0.025546,0.147403,0.093403,0.338838,0.079521,0.085950,0.216027,0.185236,0.185438,0.020127,0.800398,0.242227,0.219657,0.027050,,,0.002882,0.004831,0.009497
catalyst, any max,,,0.051201,0.489421,0.160588,0.070264,0.089807,0.294826,0.226366,0.228496,0.155992,0.207373,0.099872,2.882797,0.031213,0.001636,0.004539,0.062374,0.415743,0.141339,0.209545,0.017056,0.210896,0.299853,0.153039,0.300298,0.496568,0.154148,0.251779,5.027984,7.635624,0.085721,0.124020,0.128406,0.812604,5.670153,0.028115,0.012076,0.173270,0.360526,0.577982,0.123323,0.147698,0.170571,0.166033,0.171484,0.146515,0.035368,0.199323,0.127308,0.519779,0.122088,0.062506,0.070811,0.171088,0.171195,0.032053,0.749415,0.322477,0.249664,0.020671,,,0.002324,0.005797,0.009475
ec2-c5n, any max,,,0.040542,0.384125,0.068903,0.068875,0.070754,0.153125,0.278673,0.190141,0.164847,0.107205,0.086230,1.999266,0.008758,0.002760,0.004347,0.018615,0.212637,0.112347,0.164476,0.014876,0.164607,0.214922,0.140660,0.143496,0.304361,0.026091,0.202611,0.963802,1.489526,0.055683,0.030766,0.110591,0.587876,1.315034,0.007821,0.010355,0.104628,0.268609,0.398231,0.030549,0.139001,0.146933,0.163715,0.147271,0.139599,0.038508,0.110232,0.098786,0.206032,0.088644,0.073800,0.161419,0.128938,0.128929,0.027150,0.542283,0.235806,0.168577,0.018960,,,0.003743,0.004067,0.008307
ec2-c6a, any max,,,0.015810,0.146997,0.061735,0.056049,0.060585,0.082716,0.169798,0.131445,0.110350,0.061092,0.059858,7.752036,0.007817,0.007821,0.007802,0.023094,0.238316,0.066157,0.071937,0.015608,0.059712,0.180791,0.044079,0.134235,0.316852,0.018009,0.068379,0.344831,0.513837,0.050019,0.014045,0.048281,0.297859,0.400797,0.008957,0.007541,0.080014,0.133473,0.246980,0.012436,0.039703,0.063360,0.103197,0.045573,0.040118,0.023676,0.084232,0.079031,0.166877,0.060750,0.132979,0.473187,0.079802,0.079928,0.018758,0.225857,0.118156,0.124373,0.012940,,,0.002844,0.003504,0.004662
ec2-c6i, any max,,,0.033621,0.360570,0.049963,0.062050,0.065999,0.092883,0.180248,0.179161,0.131007,0.064691,0.068918,1.573746,0.007608,0.003493,0.003731,0.018063,0.123672,0.076114,0.133892,0.014403,0.134139,0.146293,0.100382,0.117677,0.222973,0.018855,0.136353,0.411667,0.631114,0.050044,0.017184,0.076751,0.536284,0.729504,0.004642,0.008771,0.083737,0.224049,0.312362,0.016043,0.099735,0.121017,0.144331,0.120396,0.099639,0.026699,0.093019,0.071489,0.144538,0.060956,0.099397,0.136703,0.107689,0.107656,0.021496,0.556951,0.147794,0.148384,0.017652,,,0.003616,0.003511,0.006727
mammoth, any max,,,0.029465,0.339269,0.061722,0.063121,0.076176,0.188326,0.198423,0.128723,0.054786,0.126163,0.057302,1.590795,0.010121,0.006180,0.007724,0.026814,0.346715,0.058299,0.113734,0.013280,0.110663,0.590552,0.058453,0.196720,0.465006,0.017700,0.103143,0.385292,0.586633,0.056979,0.013895,0.073854,0.490284,0.436302,0.010921,0.008181,0.084610,0.171486,0.251321,0.015766,0.056055,0.098695,0.123885,0.100313,0.058159,0.020581,0.088347,0.091021,0.498563,0.038359,0.315301,0.173960,0.115101,0.113998,0.016586,0.543131,0.200372,0.133787,0.015058,,,0.003653,0.006843,0.006796
poodle, any max,,,0.038289,0.407451,0.053797,0.064343,0.021702,0.168148,0.064959,0.064928,0.036040,0.117650,0.029292,17.878756,0.004249,0.013663,0.015005,0.010512,0.297666,0.077356,0.134620,0.030297,0.142217,0.180100,0.104021,0.168199,0.294081,0.013682,0.151370,0.402108,0.611772,0.052868,0.012462,0.079159,0.518337,0.486134,0.006622,0.007765,0.078192,0.226591,0.303900,0.011336,0.102501,0.121791,0.125340,0.121221,0.102662,0.022353,0.070907,0.074743,0.291279,0.042347,0.157252,1.206241,0.099630,0.099653,0.014929,0.643291,0.190754,0.109406,0.012952,,,0.002913,0.002643,0.006757
quartz, any max,,,0.047351,0.451709,0.131483,0.068853,0.085332,0.153217,0.204060,0.217389,0.093622,0.106269,0.095790,2.533600,0.010601,0.003040,0.004431,0.028470,0.381615,0.090073,0.189853,0.017801,0.190441,0.233763,0.125606,0.236770,0.433193,0.026059,0.161563,0.642120,0.979205,0.067157,0.022105,0.102110,0.773223,0.720781,0.006802,0.008656,0.135680,0.311503,0.454933,0.020225,0.125885,0.166534,0.132389,0.169347,0.124553,0.024218,0.139822,0.116033,0.462566,0.074916,0.095423,0.103494,0.208956,0.206592,0.021223,0.714210,0.199227,0.202468,0.021468,,,0.001963,0.006231,0.009343
ruby, any max,,,0.039138,0.356051,0.048693,0.055814,0.065841,0.120779,0.103007,0.102953,0.066157,0.084221,0.041327,2.827657,0.003753,0.005873,0.006203,0.009338,0.192305,0.085171,0.157036,0.013742,0.157117,0.190762,0.120030,0.141771,0.269727,0.068982,0.168019,0.877921,1.360791,0.047840,0.023915,0.091252,0.575327,1.241841,0.008556,0.009409,0.079232,0.255300,0.338347,0.023341,0.120032,0.140389,0.155684,0.140945,0.119919,0.016825,0.091632,0.064300,0.303187,0.051922,0.145992,0.355150,0.115425,0.114495,0.014810,0.509521,0.188698,0.139684,0.018569,,,0.001979,0.004065,0.007777
boraxo, 72 (full),,,0.008288,0.074725,0.010239,0.007474,0.006746,0.018725,0.040448,0.037267,0.016129,0.013001,0.015587,5.398981,0.001904,0.003137,0.003248,0.002716,0.053477,0.012827,0.031878,0.007110,0.031894,0.180829,0.018304,0.025140,0.059255,0.002612,0.021880,0.332951,0.508838,0.007836,0.015295,0.021900,0.138424,0.409250,0.006655,0.003260,0.026799,0.054983,0.084243,0.009599,0.017187,0.028724,0.038934,0.027297,0.017111,0.003378,0.016107,0.009975,0.055430,0.010742,0.085950,0.216027,0.014897,0.016426,0.003227,0.104212,0.024676,0.023574,0.003243,0.000000,0.000000,0.001201,0.001638,0.001901
catalyst, 48 (full),,,0.013041,0.092760,0.028919,0.009176,0.013648,0.033548,0.060276,0.060065,0.040973,0.023817,0.030673,2.882797,0.005969,0.001636,0.002352,0.011229,0.231328,0.024218,0.050304,0.005267,0.050525,0.237587,0.031297,0.074338,0.194702,0.019406,0.037493,0.847386,1.290387,0.013576,0.025998,0.032970,0.207638,0.960420,0.009407,0.004770,0.052138,0.082440,0.138582,0.021444,0.030633,0.044350,0.045773,0.044895,0.030643,0.006580,0.031416,0.019319,0.139774,0.021394,0.062506,0.070811,0.023639,0.023709,0.006271,0.139837,0.041091,0.042362,0.004091,0.000000,0.000000,0.001050,0.001786,0.002743
ec2-c5n, 72 (full),,,0.007729,0.049400,0.009098,0.006774,0.009169,0.016491,0.056529,0.044013,0.026159,0.012194,0.020879,1.999266,0.001890,0.002760,0.002942,0.003212,0.054806,0.014813,0.030058,0.006024,0.029627,0.124997,0.019582,0.019282,0.055816,0.003092,0.017488,0.225981,0.347971,0.006134,0.016954,0.020356,0.119867,0.274055,0.005787,0.004222,0.022536,0.049820,0.078160,0.007014,0.014967,0.026312,0.033882,0.025344,0.015203,0.004221,0.012327,0.010303,0.022392,0.012397,0.073800,0.161419,0.010557,0.010424,0.003734,0.068215,0.020653,0.019784,0.002551,0.000000,0.000000,0.000974,0.001448,0.001598
ec2-c6a, 192 (full),,,0.009913,0.012735,0.006493,0.003826,0.007474,0.012894,0.050278,0.047481,0.014690,0.009399,0.020586,7.752036,0.002344,0.007821,0.007802,0.003521,0.016363,0.012504,0.038323,0.015608,0.038273,0.114678,0.021954,0.013310,0.029914,0.002388,0.022077,0.036140,0.051693,0.006427,0.005700,0.027597,0.187882,0.044996,0.008957,0.003125,0.027085,0.069386,0.101993,0.003225,0.019436,0.034237,0.058524,0.033566,0.020289,0.003060,0.006314,0.004704,0.012391,0.006278,0.132979,0.473187,0.005331,0.005456,0.002250,0.021191,0.018597,0.008285,0.002992,0.000000,0.000000,0.001866,0.002139,0.002488
ec2-c6i, 128 (full),,,0.006992,0.030984,0.005529,0.004237,0.006983,0.009494,0.039625,0.039157,0.017124,0.006802,0.017061,1.573746,0.001934,0.003493,0.003041,0.002384,0.009529,0.010695,0.027049,0.006159,0.027082,0.106326,0.014890,0.007687,0.016509,0.001973,0.014745,0.078732,0.118990,0.004279,0.004847,0.018756,0.109148,0.106583,0.003190,0.001911,0.021420,0.046396,0.064886,0.003209,0.014059,0.024300,0.032744,0.024228,0.014088,0.002468,0.007512,0.005554,0.006941,0.006895,0.099397,0.136703,0.006570,0.006572,0.002202,0.039892,0.013465,0.010590,0.002215,0.000000,0.000000,0.000909,0.001341,0.001405
mammoth, 256 (full),,,0.029465,0.033415,0.012198,0.008272,0.020317,0.030976,0.128778,0.128723,0.020058,0.021466,0.049328,1.590795,0.003199,0.006180,0.007724,0.004047,0.015527,0.031294,0.113734,0.013280,0.110663,0.152902,0.058453,0.013618,0.028039,0.004602,0.059746,0.029941,0.046658,0.009039,0.013895,0.073854,0.490284,0.042341,0.010921,0.008181,0.084610,0.171486,0.251321,0.007085,0.056055,0.098695,0.123885,0.100313,0.058159,0.010841,0.010593,0.011175,0.015886,0.013204,0.315301,0.173960,0.008777,0.008703,0.008170,0.015655,0.043568,0.017273,0.008096,0.000000,0.000000,0.003653,0.006843,0.006796
poodle, 224 (full),,,0.010800,0.026489,0.007362,0.003909,0.008797,0.011548,0.054772,0.054614,0.005219,0.008249,0.020637,17.878756,0.003347,0.013663,0.015005,0.003284,0.008795,0.011400,0.042030,0.030297,0.041972,0.083482,0.021368,0.005331,0.010493,0.001597,0.021280,0.051754,0.075320,0.004780,0.006430,0.032585,0.176331,0.072095,0.006622,0.002704,0.037986,0.081182,0.106515,0.003548,0.021152,0.038261,0.092223,0.038309,0.021221,0.003000,0.005314,0.004321,0.006518,0.007384,0.157252,1.206241,0.005158,0.005121,0.002569,0.028937,0.016698,0.006567,0.003363,0.000000,0.000000,0.002913,0.002526,0.002327
quartz, 72 (full),,,0.019393,0.066299,0.018611,0.009180,0.014132,0.030723,0.055337,0.054382,0.016786,0.022073,0.025657,2.533600,0.002299,0.003040,0.003217,0.004353,0.066621,0.021396,0.071990,0.006915,0.072298,0.204533,0.034451,0.023442,0.047925,0.004580,0.039527,0.106114,0.180357,0.008508,0.007492,0.037260,0.222831,0.154789,0.006728,0.004425,0.034825,0.094723,0.117162,0.005290,0.034249,0.064488,0.056635,0.054380,0.034078,0.004086,0.017770,0.011771,0.060180,0.010043,0.095423,0.103494,0.017603,0.017532,0.004023,0.094889,0.040918,0.024339,0.005018,0.000000,0.000000,0.001289,0.002178,0.004759
